"diffusion_input","diffusion_output_heat","diffusion_output_rank","name","selected","shared name"
"0.0","7.747145774325106E-5","18557","AIRN","false","AIRN"
"0.0","1.3163742795958555E-6","19557","OR51B2","false","OR51B2"
"0.0","1.715824456213186E-4","16666","FECD3","false","FECD3"
"0.0","2.8067302708535204E-5","19225","LCN1P1","false","LCN1P1"
"0.0","6.882559566714566E-5","18703","MIR302A","false","MIR302A"
"0.0","8.475642737927363E-5","18363","ACTA2-AS1","false","ACTA2-AS1"
"0.0","6.882559566714566E-5","18702","MIR378A","false","MIR378A"
"0.0","4.278343290959512E-5","19036","LIPI","false","LIPI"
"0.0","1.4506656078538973E-4","17073","USP17L18","false","USP17L18"
"0.0","1.4525709540760001E-4","17071","GPER1","false","GPER1"
"0.0","1.9372594315442895E-5","19352","SPATA31D3","false","SPATA31D3"
"0.0","3.4412093899289324E-6","19519","HMX2","false","HMX2"
"0.0","3.4533136480809696E-6","19518","TMEM158","false","TMEM158"
"0.0","7.510467163197081E-5","18591","TAS2R20","false","TAS2R20"
"0.0","1.6401036720167065E-4","16769","ZNF682","false","ZNF682"
"0.0","2.5452611026481138E-5","19256","OPN5","false","OPN5"
"0.0","3.9068792500602834E-5","19075","MAS1L","false","MAS1L"
"0.0","1.8052542109688034E-5","19364","RPSAP52","false","RPSAP52"
"0.0","1.6401036720167065E-4","16768","ZNF527","false","ZNF527"
"0.0","2.7089503456950247E-5","19234","SLC35E2B","false","SLC35E2B"
"0.0","1.4769263982291824E-6","19551","S100A5","false","S100A5"
"0.0","4.738533576559426E-6","19505","OR3A1","false","OR3A1"
"0.0","0.0033750300292720217","9668","TMEM151A","false","TMEM151A"
"0.0","2.607712499630521E-7","19600","GPR65","false","GPR65"
"0.0","6.582288058713779E-5","18744","ADAMTS14","false","ADAMTS14"
"0.0","2.7027440827928933E-5","19235","GPR83","false","GPR83"
"0.0","3.066636250763437E-4","15314","COX7B2","false","COX7B2"
"0.0","2.7002998873871993E-5","19236","FAM181A","false","FAM181A"
"0.0","2.286971432921155E-4","16061","GLYATL1","false","GLYATL1"
"0.0","1.104721844035848E-4","17831","MRGPRX4","false","MRGPRX4"
"0.0","2.555648881420915E-5","19254","EPHX3","false","EPHX3"
"0.0","4.8232360011269055E-5","18959","SGPP2","false","SGPP2"
"0.0","1.6401036720167065E-4","16767","ZNF799","false","ZNF799"
"0.0","7.022919476385643E-5","18642","CALHM2","false","CALHM2"
"0.0","3.423239609062882E-5","19139","PRSS27","false","PRSS27"
"0.0","2.1791142211686758E-4","16180","TMEM204","false","TMEM204"
"0.0","2.60156407717639E-4","15747","ERVMER34-1","false","ERVMER34-1"
"0.0","1.2500855038814773E-5","19428","FCGR1C","false","FCGR1C"
"0.0","1.4708155784168435E-5","19392","REG3G","false","REG3G"
"0.0","0.005023883305203033","7711","FIBIN","false","FIBIN"
"0.0","8.552055721613272E-7","19570","RBMY1B","false","RBMY1B"
"0.0","0.008079010103478891","5524","ZNF252P-AS1","false","ZNF252P-AS1"
"0.0","1.8569208887143668E-4","16510","ST8SIA2","false","ST8SIA2"
"0.0","0.004426812789954456","8499","TRGV3","false","TRGV3"
"0.0","8.742937876054267E-4","12435","PLD5","false","PLD5"
"0.0","0.015044227828027718","2498","FFAR1","false","FFAR1"
"0.0","2.2962553356906332E-5","19300","ST8SIA6","false","ST8SIA6"
"0.0","5.6069187766167425E-6","19498","OR10G2","false","OR10G2"
"0.0","5.108118942114424E-5","18935","LOC100509457","false","LOC100509457"
"0.0","1.977215252914154E-5","19350","OR6A2","false","OR6A2"
"0.0","4.1867991636297266E-8","19616","PRIMA1","false","PRIMA1"
"0.0","2.602159466270413E-7","19601","OR4A15","false","OR4A15"
"0.0","1.0839904512084784E-4","17869","XKRY2","false","XKRY2"
"0.0","7.148319997462097E-7","19578","OR6N1","false","OR6N1"
"0.0","1.4278873046964506E-7","19608","NKX6-2","false","NKX6-2"
"0.0","2.612208433043564E-5","19246","OR51V1","false","OR51V1"
"0.0","7.913393592140311E-5","18526","DHRS4L1","false","DHRS4L1"
"0.0","3.3656447765716585E-6","19523","PMS2P5","false","PMS2P5"
"0.0","1.5320197528495124E-4","16921","PRM3","false","PRM3"
"0.0","9.050488342698628E-5","18165","BPIFB6","false","BPIFB6"
"0.0","5.19302971724521E-7","19587","POTEH","false","POTEH"
"0.0","3.7008892966298644E-5","19101","SCP2D1","false","SCP2D1"
"0.0","4.578542856466831E-5","18998","APOL5","false","APOL5"
"0.0","2.345077320560111E-5","19292","OR7E24","false","OR7E24"
"0.0","4.558250415610288E-5","19000","GAS8-AS1","false","GAS8-AS1"
"0.0","3.3190925756504156E-5","19154","HOXA6","false","HOXA6"
"0.0","5.472124023382217E-5","18888","OR4K3","false","OR4K3"
"0.0","3.7186597471241345E-5","19097","TAS2R39","false","TAS2R39"
"0.0","3.988487560016815E-5","19066","LOC283788","false","LOC283788"
"0.0","6.584251535745353E-5","18743","ATP5L2","false","ATP5L2"
"0.0","6.452980515419037E-6","19494","HSD17B1P1","false","HSD17B1P1"
"0.0","4.696195208082456E-5","18981","PGA3","false","PGA3"
"0.0","6.884724930726842E-5","18670","RPEL1","false","RPEL1"
"0.0","4.7432025965736806E-4","14129","ACTRT2","false","ACTRT2"
"0.0","4.7105988978036235E-5","18979","IL17D","false","IL17D"
"0.0","2.6088944593441295E-5","19247","GCNT4","false","GCNT4"
"0.0","2.5212161597775384E-7","19602","VNN3","false","VNN3"
"0.0","2.435792712145779E-5","19271","PRR25","false","PRR25"
"0.0","5.000913159788874E-6","19503","OR2A2","false","OR2A2"
"0.0","4.522652706654023E-5","19002","TMEM178A","false","TMEM178A"
"0.0","6.623987078196508E-8","19614","OR2T12","false","OR2T12"
"0.0","2.168939854860782E-5","19327","FAM92B","false","FAM92B"
"0.0","8.92361830760296E-5","18188","PAGE2B","false","PAGE2B"
"0.0","1.7397096108989437E-4","16636","VEPH1","false","VEPH1"
"0.0","1.01729808285389E-4","18013","TMEM132E","false","TMEM132E"
"0.0","2.6666296154929905E-6","19535","OR14J1","false","OR14J1"
"0.0","8.328063326720387E-6","19485","CATSPER2","false","CATSPER2"
"0.0","1.1750966459397084E-5","19441","GOLGA6L6","false","GOLGA6L6"
"0.0","6.895713677881226E-7","19580","RTP1","false","RTP1"
"0.0","8.909882736692448E-5","18189","OVOS2","false","OVOS2"
"0.0","2.2373985838546472E-5","19315","OR1N1","false","OR1N1"
"0.0","1.3515402320778987E-4","17199","TMEM116","false","TMEM116"
"0.0","0.004416009142986241","8515","GPAT2","false","GPAT2"
"0.0","3.231277663567834E-5","19174","LOC146880","false","LOC146880"
"0.0","1.1503703998232629E-4","17511","TAS2R38","false","TAS2R38"
"0.0","6.397819605535735E-5","18770","ALG1L","false","ALG1L"
"0.0","4.376636057351876E-6","19508","SPDYE3","false","SPDYE3"
"0.0","2.0889969578982798E-5","19334","DUX4L8","false","DUX4L8"
"0.0","4.578542856466831E-5","18997","OR13A1","false","OR13A1"
"0.0","5.260694054617102E-5","18910","OR11G2","false","OR11G2"
"0.0","3.0189251614028602E-5","19203","C8orf22","false","C8orf22"
"0.0","1.574952880675244E-5","19384","CPT1C","false","CPT1C"
"0.0","1.4029740582864356E-4","17127","CLLU1OS","false","CLLU1OS"
"0.0","8.483196249565425E-5","18362","HES3","false","HES3"
"0.0","2.612208433043564E-5","19245","IL19","false","IL19"
"0.0","3.1656486725107345E-5","19185","FUNDC2P2","false","FUNDC2P2"
"0.0","8.160556802608219E-5","18406","ZNF321P","false","ZNF321P"
"0.0","2.36963707154592E-5","19285","ADAM29","false","ADAM29"
"0.0","0.0026191214305284847","10203","F8A2","false","F8A2"
"0.0","1.5018826463349803E-6","19550","ARL9","false","ARL9"
"0.0","9.05293197433852E-5","18163","CPXCR1","false","CPXCR1"
"0.0","7.579186859235798E-5","18581","OR52N4","false","OR52N4"
"0.0","9.322534567202661E-6","19476","ARSD","false","ARSD"
"0.0","4.62172096364098E-6","19506","PRY","false","PRY"
"0.0","2.4950318113565597E-5","19263","UGT1A3","false","UGT1A3"
"0.0","1.1249697745077637E-4","17796","OR5M8","false","OR5M8"
"0.0","6.713324113327337E-5","18726","HCRT","false","HCRT"
"0.0","1.5121874012621677E-4","16940","ARMS2","false","ARMS2"
"0.0","2.9322928019363034E-5","19213","ASAH2","false","ASAH2"
"0.0","2.2862259487316612E-5","19307","PCDHB9","false","PCDHB9"
"0.0","4.924747351470745E-5","18950","UGT1A8","false","UGT1A8"
"0.0","0.001847272559932952","10896","BTNL2","false","BTNL2"
"0.0","8.904105646207906E-5","18190","PMS2P3","false","PMS2P3"
"0.0","6.118823635662092E-5","18810","LRRC74A","false","LRRC74A"
"0.0","1.586284200301049E-4","16825","DBNDD1","false","DBNDD1"
"0.0","8.396373368181767E-5","18375","BEND6","false","BEND6"
"0.0","0.003766953284440752","9298","C10orf53","false","C10orf53"
"0.0","1.6185061356500723E-5","19380","ACTRT3","false","ACTRT3"
"0.0","1.7126985646088538E-4","16669","NOBOX","false","NOBOX"
"0.0","2.402665073049786E-5","19280","OR2H2","false","OR2H2"
"0.0","5.508233728367578E-5","18883","ZNF737","false","ZNF737"
"0.0","0.010279282147821285","4274","ADAM7","false","ADAM7"
"0.0","3.133106556361893E-5","19192","KIF25","false","KIF25"
"0.0","4.079718803044504E-5","19059","OR4X2","false","OR4X2"
"0.0","4.8011773586763215E-5","18961","CPXM2","false","CPXM2"
"0.0","1.327709977146176E-4","17228","RFNG","false","RFNG"
"0.0","3.573274654508981E-5","19124","PSAPL1","false","PSAPL1"
"0.0","1.9385544507198542E-4","16419","TNFSF12-TNFSF13","false","TNFSF12-TNFSF13"
"0.0","6.98868761107463E-5","18653","BTBD17","false","BTBD17"
"0.0","9.118912510249242E-5","18154","BPIFC","false","BPIFC"
"0.0","1.0258603583385377E-5","19467","OR2T2","false","OR2T2"
"0.0","5.727351963600517E-5","18856","OR5L1","false","OR5L1"
"0.0","7.690757736195364E-5","18570","FAM169B","false","FAM169B"
"0.0","4.837112649611823E-5","18954","TPI1P2","false","TPI1P2"
"0.0","1.8385013606486326E-4","16529","GSX2","false","GSX2"
"0.0","1.330725055486558E-5","19416","OR2A25","false","OR2A25"
"0.0","8.938456759827427E-5","18183","BLOC1S5-TXNDC5","false","BLOC1S5-TXNDC5"
"0.0","4.618929782088572E-5","18993","OR1A1","false","OR1A1"
"0.0","6.077697130320584E-5","18818","LOC646938","false","LOC646938"
"0.0","3.486492263663181E-5","19131","CRISP1","false","CRISP1"
"0.0","3.159569954328303E-7","19598","UGT2A1","false","UGT2A1"
